Wall time,Epoch,Loss/Validation
1724675734.8471115,0,0.6483287215232849
1724675808.564474,1,0.620532751083374
1724675880.8425615,2,0.5390440225601196
1724675944.7967103,3,0.47292131185531616
1724676011.5476146,4,0.43181315064430237
1724676076.5822709,5,0.4446788728237152
1724676140.9359982,6,0.35119059681892395
1724676205.7928653,7,0.34675198793411255
1724676278.446487,8,0.2856011390686035
1724676349.5459526,9,0.28417542576789856
1724676419.4069598,10,0.30794739723205566
1724676485.1380754,11,0.3016686737537384
1724676550.0319426,12,0.27052852511405945
1724676614.6663945,13,0.3032011389732361
1724676679.1813724,14,0.22793538868427277
1724676743.6526704,15,0.22511786222457886
1724676808.310034,16,0.2310807704925537
1724676879.777079,17,0.22158437967300415
1724676946.273866,18,0.2521744966506958
1724677011.697348,19,0.24872273206710815
1724677078.0614846,20,0.2137327343225479
1724677144.023993,21,0.21842359006404877
1724677208.6126947,22,0.22416068613529205
1724677275.9351022,23,0.24063266813755035
1724677354.8178427,24,0.274143785238266
1724677419.7671926,25,0.22512094676494598
1724677484.9233065,26,0.214041069149971
1724677554.0411754,27,0.2166498303413391
1724677618.5236106,28,0.21338537335395813
1724677681.267099,29,0.20686323940753937
1724677746.4566505,30,0.23347613215446472
1724677811.3407464,31,0.2206178456544876
1724677874.229464,32,0.2016947716474533
1724677937.2228363,33,0.23404081165790558
1724678000.7612782,34,0.20678362250328064
1724678063.471001,35,0.20747941732406616
1724678127.6601386,36,0.23215793073177338
1724678194.3540316,37,0.21236205101013184
1724678271.1109457,38,0.2094091773033142
1724678338.9751787,39,0.1837911605834961
1724678402.987402,40,0.20399561524391174
1724678468.8843873,41,0.19905252754688263
1724678533.2346396,42,0.2618322968482971
1724678597.289703,43,0.22681915760040283
1724678661.540867,44,0.1782725602388382
1724678726.0796247,45,0.20084886252880096
1724678790.6554024,46,0.1919317990541458
1724678854.970161,47,0.22395668923854828
1724678919.630436,48,0.2043747752904892
1724678982.0918791,49,0.20529650151729584
1724679043.7136583,50,0.2212103307247162
1724679106.5619626,51,0.20098665356636047
1724679171.0045156,52,0.18469488620758057
1724679235.5304399,53,0.20257990062236786
1724679300.140467,54,0.24191877245903015
1724679365.5403593,55,0.1869337111711502
1724679430.8666852,56,0.16698724031448364
1724679495.8098912,57,0.1683625429868698
1724679562.4912255,58,0.16511423885822296
